Level,vendorCode,vendorName,deviceCode,deviceName,subvendorCode,subvendorName
"3","1814","Ralink corp.","0301","RT2561/RT61 802.11g PCI","1462 b833","MP54G5 (MS-6833B)"
"3","1814","Ralink corp.","0301","RT2561/RT61 802.11g PCI","1737 0055","WMP54G v4.1"
"3","1814","Ralink corp.","0301","RT2561/RT61 802.11g PCI","1799 700e","F5D7000 v6000 Wireless G Desktop Card"
"3","1814","Ralink corp.","0301","RT2561/RT61 802.11g PCI","1799 701e","F5D7010 v6000 Wireless G Notebook Card"
"3","1814","Ralink corp.","0301","RT2561/RT61 802.11g PCI","17f9 0012","AWLC3026T 802.11g Wireless CardBus Adapter"
"3","1814","Ralink corp.","0301","RT2561/RT61 802.11g PCI","1814 2561","EW-7108PCg/EW-7128g"
"2","1814","Ralink corp.","0302","RT2561/RT61 rev B 802.11g","N/A","N/A"
"3","1814","Ralink corp.","0302","RT2561/RT61 rev B 802.11g","1186 3a71","DWA-510 Wireless G Desktop Adapter"
"3","1814","Ralink corp.","0302","RT2561/RT61 rev B 802.11g","1186 3c08","AirPlus G DWL-G630 Wireless Cardbus Adapter (rev.E2)"
"3","1814","Ralink corp.","0302","RT2561/RT61 rev B 802.11g","1186 3c09","AirPlus G DWL-G510 Wireless Network Adapter (Rev.C)"
"3","1814","Ralink corp.","0302","RT2561/RT61 rev B 802.11g","1462 b834","PC54G3 Wireless 11g PCI Card"
"3","1814","Ralink corp.","0302","RT2561/RT61 rev B 802.11g","1948 3c23","C54RC v2 Wireless 11g CardBus Adapter"
"3","1814","Ralink corp.","0302","RT2561/RT61 rev B 802.11g","1948 3c24","C54Ri v2 Wireless 11g PCI Adapter"
"2","1814","Ralink corp.","0401","RT2600 802.11 MIMO","N/A","N/A"
"3","1814","Ralink corp.","0401","RT2600 802.11 MIMO","1737 0052","WPC54GR v1 802.11g Wireless-G Notebook Adapter with RangeBooster"
"3","1814","Ralink corp.","0401","RT2600 802.11 MIMO","17f9 0011","WPCR-137G 802.11bg Wireless CardBus Adapter"
"3","1814","Ralink corp.","0401","RT2600 802.11 MIMO","17f9 0016","WPIR-119GH 802.11bg Wireless Desktop Adapter"
"2","1814","Ralink corp.","0601","RT2800 802.11n PCI","N/A","N/A"
"3","1814","Ralink corp.","0601","RT2800 802.11n PCI","1799 801c","F5D8011 v3 802.11n N1 Wireless Notebook Card"
"3","1814","Ralink corp.","0601","RT2800 802.11n PCI","187e 3412","NWD-310N 802.11n Wireless PCI Adapter"
"2","1814","Ralink corp.","0681","RT2890 Wireless 802.11n PCIe","N/A","N/A"
"3","1814","Ralink corp.","0681","RT2890 Wireless 802.11n PCIe","1458 e939","GN-WS30N-RH 802.11bgn Mini PCIe Card"
"2","1814","Ralink corp.","0701","RT2760 Wireless 802.11n 1T/2R","N/A","N/A"
"3","1814","Ralink corp.","0701","RT2760 Wireless 802.11n 1T/2R","1737 0074","WMP110 v2 802.11n RangePlus Wireless PCI Adapter"
"2","1814","Ralink corp.","0781","RT2790 Wireless 802.11n 1T/2R PCIe","N/A","N/A"
"3","1814","Ralink corp.","0781","RT2790 Wireless 802.11n 1T/2R PCIe","1814 2790","RT2790 Wireless 802.11n 1T/2R PCIe"
"2","1814","Ralink corp.","3060","RT3060 Wireless 802.11n 1T/1R","N/A","N/A"
"3","1814","Ralink corp.","3060","RT3060 Wireless 802.11n 1T/1R","1186 3c04","DWA-525 Wireless N 150 Desktop Adapter (rev.A1)"
"2","1814","Ralink corp.","3062","RT3062 Wireless 802.11n 2T/2R","N/A","N/A"
"2","1814","Ralink corp.","3090","RT3090 Wireless 802.11n 1T/1R PCIe","N/A","N/A"
"3","1814","Ralink corp.","3090","RT3090 Wireless 802.11n 1T/1R PCIe","13bd 1057","GN-WS32L-RH Half-size Mini PCIe Card"
"2","1814","Ralink corp.","3091","RT3091 Wireless 802.11n 1T/2R PCIe","N/A","N/A"
"2","1814","Ralink corp.","3092","RT3092 Wireless 802.11n 2T/2R PCIe","N/A","N/A"
"2","1814","Ralink corp.","3290","RT3290 Wireless 802.11n 1T/1R PCIe","N/A","N/A"
"3","1814","Ralink corp.","3290","RT3290 Wireless 802.11n 1T/1R PCIe","103c 18ec","Ralink RT3290LE 802.11bgn 1x1 Wi-Fi and Bluetooth 4.0 Combo Adapter"
"2","1814","Ralink corp.","3298","RT3290 Bluetooth","N/A","N/A"
"3","1814","Ralink corp.","3298","RT3290 Bluetooth","103c 18ec","Ralink RT3290LE 802.11bgn 1x1 Wi-Fi and Bluetooth 4.0 Combo Adapter"
"2","1814","Ralink corp.","3592","RT3592 Wireless 802.11abgn 2T/2R PCIe","N/A","N/A"
"2","1814","Ralink corp.","359f","RT3592 PCIe Wireless Network Adapter","N/A","N/A"
"2","1814","Ralink corp.","5360","RT5360 Wireless 802.11n 1T/1R","N/A","N/A"
"3","1814","Ralink corp.","5360","RT5360 Wireless 802.11n 1T/1R","1186 3c05","DWA-525 Wireless N 150 Desktop Adapter (rev.A2)"
"3","1814","Ralink corp.","5360","RT5360 Wireless 802.11n 1T/1R","20f4 703a","TEW-703PI N150 Wireless PCI Adapter"
"2","1814","Ralink corp.","5362","RT5362 PCI 802.11n Wireless Network Adapter","N/A","N/A"
"2","1814","Ralink corp.","5390","RT5390 Wireless 802.11n 1T/1R PCIe","N/A","N/A"
"3","1814","Ralink corp.","5390","RT5390 Wireless 802.11n 1T/1R PCIe","103c 1636","U98Z077.00 Half-size Mini PCIe Card"
"2","1814","Ralink corp.","5392","RT5392 PCIe Wireless Network Adapter","N/A","N/A"
"2","1814","Ralink corp.","539b","RT5390R 802.11bgn PCIe Wireless Network Adapter","N/A","N/A"
"2","1814","Ralink corp.","539f","RT5390 [802.11 b/g/n 1T1R G-band PCI Express Single Chip]","N/A","N/A"
"3","1814","Ralink corp.","539f","RT5390 [802.11 b/g/n 1T1R G-band PCI Express Single Chip]","103c 1637","Pavilion DM1Z-3000 PCIe wireless card"
"2","1814","Ralink corp.","5592","RT5592 PCIe Wireless Network Adapter","N/A","N/A"
"2","1814","Ralink corp.","e932","RT2560F 802.11 b/g PCI","N/A","N/A"
"1","1815","Devolo AG","N/A","N/A","N/A","N/A"
"1","1820","InfiniCon Systems Inc.","N/A","N/A","N/A","N/A"
"1","1822","Twinhan Technology Co. Ltd","N/A","N/A","N/A","N/A"
"2","1822","Twinhan Technology Co. Ltd","4e35","Mantis DTV PCI Bridge Controller [Ver 1.0]","N/A","N/A"
"1","182d","SiteCom Europe BV","N/A","N/A","N/A","N/A"
"2","182d","SiteCom Europe BV","3069","ISDN PCI DC-105V2","N/A","N/A"
"2","182d","SiteCom Europe BV","9790","WL-121 Wireless Network Adapter 100g+ [Ver.3]","N/A","N/A"
"1","182e","Raza Microelectronics, Inc.","N/A","N/A","N/A","N/A"
"2","182e","Raza Microelectronics, Inc.","0008","XLR516 Processor","N/A","N/A"
"1","182f","Broadcom","N/A","N/A","N/A","N/A"
"2","182f","Broadcom","000b","BCM5785 [HT1000] SATA (RAID Mode)","N/A","N/A"
"1","1830","Credence Systems Corporation","N/A","N/A","N/A","N/A"
"2","1830","Credence Systems Corporation","8000","CPIn","N/A","N/A"
"2","1830","Credence Systems Corporation","8001","CPId","N/A","N/A"
"2","1830","Credence Systems Corporation","8002","CPIx","N/A","N/A"
"2","1830","Credence Systems Corporation","8003","CPIq","N/A","N/A"
"1","183b","MikroM GmbH","N/A","N/A","N/A","N/A"
"2","183b","MikroM GmbH","08a7","MVC100 DVI","N/A","N/A"
"2","183b","MikroM GmbH","08a8","MVC101 SDI","N/A","N/A"
"2","183b","MikroM GmbH","08a9","MVC102 DVI+Audio","N/A","N/A"
"2","183b","MikroM GmbH","08b0","MVC200-DC","N/A","N/A"
"1","1846","Alcatel-Lucent","N/A","N/A","N/A","N/A"
"1","1849","ASRock Incorporation","N/A","N/A","N/A","N/A"
"1","184a","Thales Computers","N/A","N/A","N/A","N/A"
"2","184a","Thales Computers","1100","MAX II cPLD","N/A","N/A"
"1","1850","Advantest Corporation","N/A","N/A","N/A","N/A"
"2","1850","Advantest Corporation","0048","EK220-66401 Computer Interface Card","N/A","N/A"
"1","1851","Microtune, Inc.","N/A","N/A","N/A","N/A"
"1","1852","Anritsu Corp.","N/A","N/A","N/A","N/A"
"1","1853","SMSC Automotive Infotainment System Group","N/A","N/A","N/A","N/A"
"1","1854","LG Electronics, Inc.","N/A","N/A","N/A","N/A"
"1","185b","Compro Technology, Inc.","N/A","N/A","N/A","N/A"
"2","185b","Compro Technology, Inc.","1489","VideoMate Vista T100","N/A","N/A"
"1","185f","Wistron NeWeb Corp.","N/A","N/A","N/A","N/A"
"1","1864","SilverBack","N/A","N/A","N/A","N/A"
"2","1864","SilverBack","2110","ISNAP 2110","N/A","N/A"
"1","1867","Topspin Communications","N/A","N/A","N/A","N/A"
"2","1867","Topspin Communications","5a44","MT23108 InfiniHost HCA","N/A","N/A"
"2","1867","Topspin Communications","5a45","MT23108 InfiniHost HCA flash recovery","N/A","N/A"
"2","1867","Topspin Communications","5a46","MT23108 InfiniHost HCA bridge","N/A","N/A"
"2","1867","Topspin Communications","6278","MT25208 InfiniHost III Ex (Tavor compatibility mode)","N/A","N/A"
"2","1867","Topspin Communications","6282","MT25208 InfiniHost III Ex","N/A","N/A"
"1","186c","Humusoft, s.r.o.","N/A","N/A","N/A","N/A"
"2","186c","Humusoft, s.r.o.","0612","AD612 Data Acquisition Device","N/A","N/A"
"2","186c","Humusoft, s.r.o.","0614","MF614 Multifunction I/O Card","N/A","N/A"
"2","186c","Humusoft, s.r.o.","0622","AD622 Data Acquisition Device","N/A","N/A"
"2","186c","Humusoft, s.r.o.","0624","MF624 Multifunction I/O PCI Card","N/A","N/A"
"2","186c","Humusoft, s.r.o.","0625","MF625 3-phase Motor Driver","N/A","N/A"
"2","186c","Humusoft, s.r.o.","0634","MF634 Multifunction I/O PCIe Card","N/A","N/A"
"2","186c","Humusoft, s.r.o.","0644","MF644 Multifunction I/O Thb Card","N/A","N/A"
"1","186f","WiNRADiO Communications","N/A","N/A","N/A","N/A"
"1","1876","L-3 Communications","N/A","N/A","N/A","N/A"
"2","1876","L-3 Communications","a101","VigraWATCH PCI","N/A","N/A"
"2","1876","L-3 Communications","a102","VigraWATCH PMC","N/A","N/A"
"2","1876","L-3 Communications","a103","Vigra I/O","N/A","N/A"
"1","187e","ZyXEL Communications Corporation","N/A","N/A","N/A","N/A"
"2","187e","ZyXEL Communications Corporation","3403","ZyAir G-110 802.11g","N/A","N/A"
"2","187e","ZyXEL Communications Corporation","340e","M-302 802.11g XtremeMIMO","N/A","N/A"
"1","1885","Avvida Systems Inc.","N/A","N/A","N/A","N/A"
"1","1888","Varisys Ltd","N/A","N/A","N/A","N/A"
"2","1888","Varisys Ltd","0301","VMFX1 FPGA PMC module","N/A","N/A"
"2","1888","Varisys Ltd","0601","VSM2 dual PMC carrier","N/A","N/A"
"2","1888","Varisys Ltd","0710","VS14x series PowerPC PCI board","N/A","N/A"
"2","1888","Varisys Ltd","0720","VS24x series PowerPC PCI board","N/A","N/A"
"1","188a","Ample Communications, Inc","N/A","N/A","N/A","N/A"
"1","1890","Egenera, Inc.","N/A","N/A","N/A","N/A"
"1","1894","KNC One","N/A","N/A","N/A","N/A"
"1","1896","B&B Electronics Manufacturing Company, Inc.","N/A","N/A","N/A","N/A"
"2","1896","B&B Electronics Manufacturing Company, Inc.","4202","MIport 3PCIU2 2-port Serial","N/A","N/A"
"2","1896","B&B Electronics Manufacturing Company, Inc.","4204","MIport 3PCIU4 4-port Serial","N/A","N/A"
"2","1896","B&B Electronics Manufacturing Company, Inc.","4208","MIport 3PCIU8 8-port Serial","N/A","N/A"
"2","1896","B&B Electronics Manufacturing Company, Inc.","4211","MIport 3PCIOU1 1-port Isolated Serial","N/A","N/A"
"2","1896","B&B Electronics Manufacturing Company, Inc.","4212","MIport 3PCIOU2 2-port Isolated Serial","N/A","N/A"
"2","1896","B&B Electronics Manufacturing Company, Inc.","4214","MIport 3PCIOU4 4-port Isolated Serial","N/A","N/A"
"2","1896","B&B Electronics Manufacturing Company, Inc.","bb10","3PCI2 2-Port Serial","N/A","N/A"
"2","1896","B&B Electronics Manufacturing Company, Inc.","bb11","3PCIO1 1-Port Isolated Serial","N/A","N/A"
"1","1897","AMtek","N/A","N/A","N/A","N/A"
"1","18a1","Astute Networks Inc.","N/A","N/A","N/A","N/A"
"1","18a2","Stretch Inc.","N/A","N/A","N/A","N/A"
"2","18a2","Stretch Inc.","0002","VRC6016 16-Channel PCIe DVR Card","N/A","N/A"
"1","18a3","AT&T","N/A","N/A","N/A","N/A"
"1","18ac","DViCO Corporation","N/A","N/A","N/A","N/A"
"2","18ac","DViCO Corporation","d500","FusionHDTV 5","N/A","N/A"
"2","18ac","DViCO Corporation","d800","FusionHDTV 3 Gold","N/A","N/A"
"2","18ac","DViCO Corporation","d810","FusionHDTV 3 Gold-Q","N/A","N/A"
"2","18ac","DViCO Corporation","d820","FusionHDTV 3 Gold-T","N/A","N/A"
"2","18ac","DViCO Corporation","db30","FusionHDTV DVB-T Pro","N/A","N/A"
"2","18ac","DViCO Corporation","db40","FusionHDTV DVB-T Hybrid","N/A","N/A"
"2","18ac","DViCO Corporation","db78","FusionHDTV DVB-T Dual Express","N/A","N/A"
"1","18b8","Ammasso","N/A","N/A","N/A","N/A"
"2","18b8","Ammasso","b001","AMSO 1100 iWARP/RDMA Gigabit Ethernet Coprocessor","N/A","N/A"
"1","18bc","GeCube Technologies, Inc.","N/A","N/A","N/A","N/A"
"1","18c3","Micronas Semiconductor Holding AG","N/A","N/A","N/A","N/A"
"2","18c3","Micronas Semiconductor Holding AG","0720","nGene PCI-Express Multimedia Controller","N/A","N/A"
"3","18c3","Micronas Semiconductor Holding AG","0720","nGene PCI-Express Multimedia Controller","1461 032e","Hybrid M779 PCI-E"
"1","18c8","Cray Inc","N/A","N/A","N/A","N/A"
"1","18c9","ARVOO Engineering BV","N/A","N/A","N/A","N/A"
"1","18ca","XGI Technology Inc. (eXtreme Graphics Innovation)","N/A","N/A","N/A","N/A"
"2","18ca","XGI Technology Inc. (eXtreme Graphics Innovation)","0020","Z7/Z9 (XG20 core)","N/A","N/A"
"2","18ca","XGI Technology Inc. (eXtreme Graphics Innovation)","0021","Z9s/Z9m (XG21 core)","N/A","N/A"
"2","18ca","XGI Technology Inc. (eXtreme Graphics Innovation)","0027","Z11/Z11M","N/A","N/A"
"2","18ca","XGI Technology Inc. (eXtreme Graphics Innovation)","0040","Volari V3XT/V5/V8","N/A","N/A"
"2","18ca","XGI Technology Inc. (eXtreme Graphics Innovation)","0047","Volari 8300 (chip: XP10, codename: XG47)","N/A","N/A"
"1","18d2","Sitecom Europe BV (Wrong ID)","N/A","N/A","N/A","N/A"
"2","18d2","Sitecom Europe BV (Wrong ID)","3069","DC-105v2 ISDN controller","N/A","N/A"
"1","18d4","Celestica","N/A","N/A","N/A","N/A"
"1","18d8","Dialogue Technology Corp.","N/A","N/A","N/A","N/A"
"1","18dd","Artimi Inc","N/A","N/A","N/A","N/A"
"2","18dd","Artimi Inc","4c6f","Artimi RTMI-100 UWB adapter","N/A","N/A"
"1","18df","LeWiz Communications","N/A","N/A","N/A","N/A"
"1","18e6","MPL AG","N/A","N/A","N/A","N/A"
"2","18e6","MPL AG","0001","OSCI [Octal Serial Communication Interface]","N/A","N/A"
"1","18eb","Advance Multimedia Internet Technology, Inc.","N/A","N/A","N/A","N/A"
"1","18ec","Cesnet, z.s.p.o.","N/A","N/A","N/A","N/A"
"2","18ec","Cesnet, z.s.p.o.","6d05","ML555","N/A","N/A"
"3","18ec","Cesnet, z.s.p.o.","6d05","ML555","18ec 0100","NIC (ethernet interfaces)"
"3","18ec","Cesnet, z.s.p.o.","6d05","ML555","18ec 0200","NIC (szedata2) 4x1G"
"3","18ec","Cesnet, z.s.p.o.","6d05","ML555","18ec 0201","NIC (szedata2) 2x10G"
"3","18ec","Cesnet, z.s.p.o.","6d05","ML555","18ec 0300","NIFIC (szedata2) 4x1G"
"3","18ec","Cesnet, z.s.p.o.","6d05","ML555","18ec 0302","NIFIC (szedata2) 2x10G"
"3","18ec","Cesnet, z.s.p.o.","6d05","ML555","18ec 4200","Flexible FlowMon (szedata2) 1x10G"
"3","18ec","Cesnet, z.s.p.o.","6d05","ML555","18ec ff00","Testing design"
"3","18ec","Cesnet, z.s.p.o.","6d05","ML555","18ec ff01","Boot design"
"2","18ec","Cesnet, z.s.p.o.","c006","COMBO6","N/A","N/A"
"3","18ec","Cesnet, z.s.p.o.","c006","COMBO6","18ec d001","COMBO-4MTX"
"3","18ec","Cesnet, z.s.p.o.","c006","COMBO6","18ec d002","COMBO-4SFP"
"3","18ec","Cesnet, z.s.p.o.","c006","COMBO6","18ec d003","COMBO-4SFPRO"
"3","18ec","Cesnet, z.s.p.o.","c006","COMBO6","18ec d004","COMBO-2XFP"
"2","18ec","Cesnet, z.s.p.o.","c032","COMBO-LXT110","N/A","N/A"
"3","18ec","Cesnet, z.s.p.o.","c032","COMBO-LXT110","18ec 0100","NIC (ethernet interfaces)"
"3","18ec","Cesnet, z.s.p.o.","c032","COMBO-LXT110","18ec 0200","NIC (szedata2) 4x1G"
"3","18ec","Cesnet, z.s.p.o.","c032","COMBO-LXT110","18ec 0201","NIC (szedata2) 2x10G"
"3","18ec","Cesnet, z.s.p.o.","c032","COMBO-LXT110","18ec 0300","NIFIC (szedata2) 4x1G"
"3","18ec","Cesnet, z.s.p.o.","c032","COMBO-LXT110","18ec 0302","NIFIC (szedata2) 2x10G"
"3","18ec","Cesnet, z.s.p.o.","c032","COMBO-LXT110","18ec 4200","Flexible FlowMon (szedata2) 1x10G"
"3","18ec","Cesnet, z.s.p.o.","c032","COMBO-LXT110","18ec ff00","Testing design"
"3","18ec","Cesnet, z.s.p.o.","c032","COMBO-LXT110","18ec ff01","Boot design"
"2","18ec","Cesnet, z.s.p.o.","c045","COMBO6E","N/A","N/A"
"2","18ec","Cesnet, z.s.p.o.","c050","COMBO-PTM","N/A","N/A"
"2","18ec","Cesnet, z.s.p.o.","c058","COMBO6X","N/A","N/A"
"3","18ec","Cesnet, z.s.p.o.","c058","COMBO6X","18ec d001","COMBO-4MTX"
"3","18ec","Cesnet, z.s.p.o.","c058","COMBO6X","18ec d002","COMBO-4SFP"
"3","18ec","Cesnet, z.s.p.o.","c058","COMBO6X","18ec d003","COMBO-4SFPRO"
"3","18ec","Cesnet, z.s.p.o.","c058","COMBO6X","18ec d004","COMBO-2XFP"
"2","18ec","Cesnet, z.s.p.o.","c132","COMBO-LXT155","N/A","N/A"
"3","18ec","Cesnet, z.s.p.o.","c132","COMBO-LXT155","18ec 0100","NIC (ethernet interfaces)"
"3","18ec","Cesnet, z.s.p.o.","c132","COMBO-LXT155","18ec 0200","NIC (szedata2) 4x1G"
"3","18ec","Cesnet, z.s.p.o.","c132","COMBO-LXT155","18ec 0201","NIC (szedata2) 2x10G"
"3","18ec","Cesnet, z.s.p.o.","c132","COMBO-LXT155","18ec 0300","NIFIC (szedata2) 4x1G"
"3","18ec","Cesnet, z.s.p.o.","c132","COMBO-LXT155","18ec 0302","NIFIC (szedata2) 2x10G"
"3","18ec","Cesnet, z.s.p.o.","c132","COMBO-LXT155","18ec 4200","Flexible FlowMon (szedata2) 1x10G"
"3","18ec","Cesnet, z.s.p.o.","c132","COMBO-LXT155","18ec ff00","Testing design"
"3","18ec","Cesnet, z.s.p.o.","c132","COMBO-LXT155","18ec ff01","Boot design"
"2","18ec","Cesnet, z.s.p.o.","c232","COMBO-FXT100","N/A","N/A"
"3","18ec","Cesnet, z.s.p.o.","c232","COMBO-FXT100","18ec 0100","NIC (ethernet interfaces)"
"3","18ec","Cesnet, z.s.p.o.","c232","COMBO-FXT100","18ec 0200","NIC (szedata2) 4x1G"
"3","18ec","Cesnet, z.s.p.o.","c232","COMBO-FXT100","18ec 0201","NIC (szedata2) 2x10G"
"3","18ec","Cesnet, z.s.p.o.","c232","COMBO-FXT100","18ec 0300","NIFIC (szedata2) 4x1G"
"3","18ec","Cesnet, z.s.p.o.","c232","COMBO-FXT100","18ec 0302","NIFIC (szedata2) 2x10G"
"3","18ec","Cesnet, z.s.p.o.","c232","COMBO-FXT100","18ec 4200","Flexible FlowMon (szedata2) 1x10G"
"3","18ec","Cesnet, z.s.p.o.","c232","COMBO-FXT100","18ec ff00","Testing design"
"3","18ec","Cesnet, z.s.p.o.","c232","COMBO-FXT100","18ec ff01","Boot design"
"2","18ec","Cesnet, z.s.p.o.","c400","COMBO-400G1","N/A","N/A"
"1","18ee","Chenming Mold Ind. Corp.","N/A","N/A","N/A","N/A"
"1","18f1","Spectrum GmbH","N/A","N/A","N/A","N/A"
"1","18f4","Napatech A/S","N/A","N/A","N/A","N/A"
"2","18f4","Napatech A/S","0031","NT20X Network Adapter","N/A","N/A"
"2","18f4","Napatech A/S","0051","NT20X Capture Card","N/A","N/A"
"2","18f4","Napatech A/S","0061","NT20E Capture Card","N/A","N/A"
"2","18f4","Napatech A/S","0064","NT20E Inline Card","N/A","N/A"
"2","18f4","Napatech A/S","0071","NT4E Capture Card","N/A","N/A"
"2","18f4","Napatech A/S","0074","NT4E Inline Card","N/A","N/A"
"2","18f4","Napatech A/S","0081","NT4E 4-port Expansion Card","N/A","N/A"
"2","18f4","Napatech A/S","0091","NT20X Capture Card [New Rev]","N/A","N/A"
"2","18f4","Napatech A/S","00a1","NT4E-STD Capture Card","N/A","N/A"
"2","18f4","Napatech A/S","00a4","NT4E-STD Inline Card","N/A","N/A"
"2","18f4","Napatech A/S","00b1","NTBPE Optical Bypass Adapter","N/A","N/A"
"2","18f4","Napatech A/S","00c5","NT20E2 Network Adapter 2x10Gb","N/A","N/A"
"2","18f4","Napatech A/S","00d5","NT40E2-4 Network Adapter 4x10Gb","N/A","N/A"
"2","18f4","Napatech A/S","00e5","NT40E2-1 Network Adapter 1x40Gb","N/A","N/A"
"2","18f4","Napatech A/S","00f5","NT4E2-4T-BP Network Adapter 4x1Gb with Electrical Bypass","N/A","N/A"
"2","18f4","Napatech A/S","0105","NT4E2-4-PTP Network Adapter 4x1Gb","N/A","N/A"
"2","18f4","Napatech A/S","0115","NT20E2-PTP Network Adapter 2x10Gb","N/A","N/A"
"2","18f4","Napatech A/S","0125","NT4E2-4-PTP Network Adapter 4x1Gb","N/A","N/A"
"2","18f4","Napatech A/S","0135","NT20E2-PTP Network Adapter 2x10Gb","N/A","N/A"
"2","18f4","Napatech A/S","0145","NT40E3-4-PTP Network Adapter 4x10Gb","N/A","N/A"
"2","18f4","Napatech A/S","0155","NT100E3-1-PTP Network Adapter 1x100Gb","N/A","N/A"
"2","18f4","Napatech A/S","0165","NT80E3-2-PTP Network Adapter 2x40Gb","N/A","N/A"
"2","18f4","Napatech A/S","0175","NT20E3-2-PTP Network Adapter 2x10Gb","N/A","N/A"
"2","18f4","Napatech A/S","0185","NT40A01 Network Adapter","N/A","N/A"
"2","18f4","Napatech A/S","01a5","NT200A01 Network Adapter","N/A","N/A"
"2","18f4","Napatech A/S","01c5","NT200A02 Network Adapter","N/A","N/A"
"2","18f4","Napatech A/S","01d5","NT50B01 Network Adapter","N/A","N/A"
"2","18f4","Napatech A/S","01e5","NT100A01 Network Adapter","N/A","N/A"
"1","18f6","NextIO","N/A","N/A","N/A","N/A"
"2","18f6","NextIO","1000","[Nexsis] Switch Virtual P2P PCIe Bridge","N/A","N/A"
"2","18f6","NextIO","1001","[Texsis] Switch Virtual P2P PCIe Bridge","N/A","N/A"
"2","18f6","NextIO","1050","[Nexsis] Switch Virtual P2P PCI Bridge","N/A","N/A"
"2","18f6","NextIO","1051","[Texsis] Switch Virtual P2P PCI Bridge","N/A","N/A"
"2","18f6","NextIO","2000","[Nexsis] Switch Integrated Mgmt. Endpoint","N/A","N/A"
"2","18f6","NextIO","2001","[Texsis] Switch Integrated Mgmt. Endpoint","N/A","N/A"
"1","18f7","Commtech, Inc.","N/A","N/A","N/A","N/A"
"2","18f7","Commtech, Inc.","0001","ESCC-PCI-335 Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0002","422/4-PCI-335 Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0003","232/4-1M-PCI Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0004","422/2-PCI-335 Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0005","IGESCC-PCI-ISO/1 Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","000a","232/4-PCI-335 Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","000b","232/8-PCI-335 Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","000f","FSCC Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0010","GSCC Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0011","QSSB Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0014","SuperFSCC Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0015","SuperFSCC-104-LVDS Serial PC/104+ Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0016","FSCC-232 RS-232 Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0017","SuperFSCC-104 Serial PC/104+ Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0018","SuperFSCC/4 Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0019","SuperFSCC Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","001a","SuperFSCC-LVDS Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","001b","FSCC/4 Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","001c","SuperFSCC/4-LVDS Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","001d","FSCC Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","001e","SuperFSCC/4 Serial PCIe Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","001f","SuperFSCC/4 Serial cPCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0020","422/4-PCIe Serial PCIe Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0021","422/8-PCIe Serial PCIe Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0022","SuperFSCC/4-LVDS Serial PCIe Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0023","SuperFSCC/4 Serial cPCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0025","SuperFSCC/4-LVDS Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0026","SuperFSCC-LVDS Serial PCI Adapter [Fastcom]","N/A","N/A"
"2","18f7","Commtech, Inc.","0027","FSCC/4 Serial PCIe Adapter [Fastcom]","N/A","N/A"
"1","18fb","Resilience Corporation","N/A","N/A","N/A","N/A"
"1","1904","Hangzhou Silan Microelectronics Co., Ltd.","N/A","N/A","N/A","N/A"
"2","1904","Hangzhou Silan Microelectronics Co., Ltd.","2031","SC92031 PCI Fast Ethernet Adapter","N/A","N/A"
"2","1904","Hangzhou Silan Microelectronics Co., Ltd.","8139","RTL8139D [Realtek] PCI 10/100BaseTX ethernet adaptor","N/A","N/A"
